,index,Fecha,N° de contagios,Masculino,Femenino,LIMA,ANCASH,PIURA,CALLAO,CAJAMARCA,LA LIBERTAD,LORETO,SAN MARTIN,ICA,AYACUCHO,LAMBAYEQUE,PUNO,UCAYALI,AREQUIPA,AMAZONAS,APURIMAC,CUSCO,HUANCAVELICA,HUANUCO,JUNIN,TACNA,PASCO,MOQUEGUA,TUMBES,MADRE DE DIOS,R0_por_dia,R0_LIMA,R0_ANCASH,R0_PIURA,R0_CALLAO,R0_CAJAMARCA,R0_LA LIBERTAD,R0_LORETO,R0_SAN MARTIN,R0_ICA,R0_AYACUCHO,R0_LAMBAYEQUE,R0_PUNO,R0_UCAYALI,R0_AREQUIPA,R0_AMAZONAS,R0_APURIMAC,R0_CUSCO,R0_HUANCAVELICA,R0_HUANUCO,R0_JUNIN,R0_TACNA,R0_PASCO,R0_MOQUEGUA,R0_TUMBES,R0_MADRE DE DIOS
0,0,2020-03-06,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2020-03-07,5,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,4.0,,,,,,,,,,,,,inf,,,,,,,,,,,
2,2,2020-03-08,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.5,,,,,,,,,,,,,0.0,,,,,,,,,,,
3,3,2020-03-09,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.5,0.5,,,,,,,,,,,,,,,,,,inf,,,,,,
4,4,2020-03-10,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,0.0,,,,,,
5,5,2020-03-11,8,2,6,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,6.0,,,,,,,,inf,,,,,inf,,,,,,,,,,,
6,6,2020-03-12,8,2,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.3333333333333333,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,
7,7,2020-03-13,10,6,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.25,1.125,,,,,,,,,,,,,,,,inf,,,,,,,,
8,8,2020-03-14,19,12,7,15,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.6666666666666667,,inf,inf,,,,,,,inf,,,,,,0.0,,,,,,,,
9,9,2020-03-15,28,15,13,22,1,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4736842105263157,1.4666666666666666,inf,0.0,2.0,,inf,,,,,2.0,,,,,,,,,,,,,,
10,10,2020-03-16,20,14,6,15,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0.6818181818181818,0.0,,0.5,,0.0,inf,,,,1.5,,,,,,,,,,,,,,
11,11,2020-03-17,27,16,11,16,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,1.0666666666666669,,,1.0,,inf,9.0,,,,0.0,,,,,,,,,,,,,,
12,12,2020-03-18,56,28,28,50,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2.074074074074074,3.125,inf,,0.0,,0.0,0.1111111111111111,,,,,,,,,,inf,,,,,,,,inf
13,13,2020-03-19,62,34,28,56,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1.1071428571428572,1.12,2.0,,,,,1.0,,,,,,,inf,,,0.0,,,inf,,,,,0.0
14,14,2020-03-20,56,24,32,26,0,15,1,0,2,2,0,0,0,2,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0.9032258064516128,0.4642857142857143,0.0,inf,inf,,inf,2.0,,,,inf,,,1.0,,,,,,3.5,,,,,
15,15,2020-03-21,30,11,19,27,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5357142857142857,1.0384615384615383,,0.06666666666666668,0.0,,0.0,1.0,,,,0.0,,,0.0,,,,,,0.0,,,,,
16,16,2020-03-22,39,17,22,32,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1.3,1.1851851851851851,,0.0,inf,,,0.0,,inf,,,,,inf,,,inf,,,,,,,,
17,17,2020-03-23,33,16,17,26,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0.8461538461538461,0.8125,,,1.0,,inf,,,0.0,,,,,0.6666666666666666,,,0.0,,,,,,,inf,
18,18,2020-03-24,64,34,30,47,1,0,2,1,1,2,0,0,0,4,0,0,1,0,0,4,0,0,1,0,0,0,0,0,1.9393939393939397,1.807692307692308,inf,,2.0,inf,1.0,inf,,,,inf,,,0.5,,,inf,,,inf,,,,0.0,
19,19,2020-03-25,100,65,35,84,1,1,5,0,3,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1.5625,1.7872340425531914,1.0,inf,2.5,0.0,3.0,0.0,,inf,,0.0,,,5.0,,,0.0,,,0.0,,,,,
20,20,2020-03-26,52,29,23,38,0,0,2,0,0,5,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0.52,0.4523809523809524,0.0,0.0,0.4,,0.0,inf,,0.0,,inf,,,0.0,,,,,inf,inf,,inf,,inf,
21,21,2020-03-27,34,23,11,22,0,0,1,0,1,4,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.6538461538461539,0.5789473684210527,,,0.5,,inf,0.8,inf,inf,,2.0,,,,,,inf,,0.0,0.0,,0.0,,0.5,
22,22,2020-03-28,137,91,46,84,0,1,5,0,2,25,2,0,1,7,0,0,0,0,0,6,0,0,1,1,0,0,2,0,4.029411764705882,3.8181818181818175,,inf,5.0,,2.0,6.25,2.0,0.0,inf,3.5,,,,,,6.0,,,inf,inf,,,2.0,
23,23,2020-03-29,142,86,56,107,5,0,10,0,2,1,1,1,0,1,0,0,6,0,0,8,0,0,0,0,0,0,0,0,1.0364963503649636,1.2738095238095235,inf,0.0,2.0,,1.0,0.04,0.5,inf,0.0,0.14285714285714285,,,inf,,,1.3333333333333333,,,0.0,0.0,,,0.0,
24,24,2020-03-30,130,72,58,96,0,0,1,0,4,5,1,0,0,8,1,0,5,0,0,1,0,2,4,0,0,0,2,0,0.9154929577464788,0.8971962616822429,0.0,,0.1,,2.0,5.0,1.0,0.0,,8.0,inf,,0.8333333333333334,,,0.125,,inf,inf,,,,inf,
